MeSH ID	Tree ID	Name	Description	Comment	Counts [Pubmed counts]	Color
D006009	C18.452.648.595.554.340	Glycogen Storage Disease Type II	An autosomal recessively inherited glycogen storage disease caused by GLUCAN 1,4-ALPHA-GLUCOSIDASE deficiency. Large amounts of GLYCOGEN accumulate in the LYSOSOMES of skeletal muscle (MUSCLE, SKELETAL); HEART; LIVER; SPINAL CORD; and BRAIN. Three forms have been described: infantile, childhood, and adult. The infantile form is fatal in infancy and presents with hypotonia and a hypertrophic cardiomyopathy (CARDIOMYOPATHY, HYPERTROPHIC). The childhood form usually presents in the second year of life with proximal weakness and respiratory symptoms. The adult form consists of a slowly progressive proximal myopathy. (From Muscle Nerve 1995;3:S61-9; Menkes, Textbook of Child Neurology, 5th ed, pp73-4)		2024	
D006010	C16.320.565.202.449.520	Glycogen Storage Disease Type III	An autosomal recessive metabolic disorder due to deficient expression of amylo-1,6-glucosidase (one part of the glycogen debranching enzyme system). The clinical course of the disease is similar to that of glycogen storage disease type I, but milder. Massive hepatomegaly, which is present in young children, diminishes and occasionally disappears with age. Levels of glycogen with short outer branches are elevated in muscle, liver, and erythrocytes. Six subgroups have been identified, with subgroups Type IIIa and Type IIIb being the most prevalent.		355	
D006010	C18.452.648.202.449.520	Glycogen Storage Disease Type III	An autosomal recessive metabolic disorder due to deficient expression of amylo-1,6-glucosidase (one part of the glycogen debranching enzyme system). The clinical course of the disease is similar to that of glycogen storage disease type I, but milder. Massive hepatomegaly, which is present in young children, diminishes and occasionally disappears with age. Levels of glycogen with short outer branches are elevated in muscle, liver, and erythrocytes. Six subgroups have been identified, with subgroups Type IIIa and Type IIIb being the most prevalent.		355	
D006011	C16.320.565.202.449.540	Glycogen Storage Disease Type IV	An autosomal recessive metabolic disorder due to a deficiency in expression of glycogen branching enzyme 1 (alpha-1,4-glucan-6-alpha-glucosyltransferase), resulting in an accumulation of abnormal GLYCOGEN with long outer branches. Clinical features are MUSCLE HYPOTONIA and CIRRHOSIS. Death from liver disease usually occurs before age 2.		183	
D006011	C18.452.648.202.449.540	Glycogen Storage Disease Type IV	An autosomal recessive metabolic disorder due to a deficiency in expression of glycogen branching enzyme 1 (alpha-1,4-glucan-6-alpha-glucosyltransferase), resulting in an accumulation of abnormal GLYCOGEN with long outer branches. Clinical features are MUSCLE HYPOTONIA and CIRRHOSIS. Death from liver disease usually occurs before age 2.		183	
D006012	C16.320.565.202.449.560	Glycogen Storage Disease Type V	Glycogenosis due to muscle phosphorylase deficiency. Characterized by painful cramps following sustained exercise.		689	
D006012	C18.452.648.202.449.560	Glycogen Storage Disease Type V	Glycogenosis due to muscle phosphorylase deficiency. Characterized by painful cramps following sustained exercise.		689	
D006013	C16.320.565.202.449.580	Glycogen Storage Disease Type VI	A hepatic GLYCOGEN STORAGE DISEASE in which there is an apparent deficiency of hepatic phosphorylase (GLYCOGEN PHOSPHORYLASE, LIVER FORM) activity.		39	
D006013	C18.452.648.202.449.580	Glycogen Storage Disease Type VI	A hepatic GLYCOGEN STORAGE DISEASE in which there is an apparent deficiency of hepatic phosphorylase (GLYCOGEN PHOSPHORYLASE, LIVER FORM) activity.		39	
D006014	C05.651.534.500.149	Glycogen Storage Disease Type VII	An autosomal recessive glycogen storage disease in which there is deficient expression of 6-phosphofructose 1-kinase in muscle (PHOSPHOFRUCTOKINASE-1, MUSCLE TYPE) resulting in abnormal deposition of glycogen in muscle tissue. These patients have severe congenital muscular dystrophy and are exercise intolerant.		100	
D006014	C10.668.491.175.500.112	Glycogen Storage Disease Type VII	An autosomal recessive glycogen storage disease in which there is deficient expression of 6-phosphofructose 1-kinase in muscle (PHOSPHOFRUCTOKINASE-1, MUSCLE TYPE) resulting in abnormal deposition of glycogen in muscle tissue. These patients have severe congenital muscular dystrophy and are exercise intolerant.		100	
D006014	C16.320.565.202.449.600	Glycogen Storage Disease Type VII	An autosomal recessive glycogen storage disease in which there is deficient expression of 6-phosphofructose 1-kinase in muscle (PHOSPHOFRUCTOKINASE-1, MUSCLE TYPE) resulting in abnormal deposition of glycogen in muscle tissue. These patients have severe congenital muscular dystrophy and are exercise intolerant.		100	
D006014	C16.320.577.149	Glycogen Storage Disease Type VII	An autosomal recessive glycogen storage disease in which there is deficient expression of 6-phosphofructose 1-kinase in muscle (PHOSPHOFRUCTOKINASE-1, MUSCLE TYPE) resulting in abnormal deposition of glycogen in muscle tissue. These patients have severe congenital muscular dystrophy and are exercise intolerant.		100	
D006014	C18.452.648.202.449.600	Glycogen Storage Disease Type VII	An autosomal recessive glycogen storage disease in which there is deficient expression of 6-phosphofructose 1-kinase in muscle (PHOSPHOFRUCTOKINASE-1, MUSCLE TYPE) resulting in abnormal deposition of glycogen in muscle tissue. These patients have severe congenital muscular dystrophy and are exercise intolerant.		100	
D006015	C16.320.322.217	Glycogen Storage Disease Type VIII	An x-linked recessive hepatic glycogen storage disease resulting from lack of expression of phosphorylase-b-kinase activity. Symptoms are relatively mild; hepatomegaly, increased liver glycogen, and decreased leukocyte phosphorylase are present. Liver shrinkage occurs in response to glucagon.		12	
D006015	C16.320.565.202.449.620	Glycogen Storage Disease Type VIII	An x-linked recessive hepatic glycogen storage disease resulting from lack of expression of phosphorylase-b-kinase activity. Symptoms are relatively mild; hepatomegaly, increased liver glycogen, and decreased leukocyte phosphorylase are present. Liver shrinkage occurs in response to glucagon.		12	
D006015	C18.452.648.202.449.620	Glycogen Storage Disease Type VIII	An x-linked recessive hepatic glycogen storage disease resulting from lack of expression of phosphorylase-b-kinase activity. Symptoms are relatively mild; hepatomegaly, increased liver glycogen, and decreased leukocyte phosphorylase are present. Liver shrinkage occurs in response to glucagon.		12	
D006029	C12.050.351.968.934.363	Glycosuria	The appearance of an abnormally large amount of GLUCOSE in the urine, such as more than 500 mg/day in adults. It can be due to HYPERGLYCEMIA or genetic defects in renal reabsorption (RENAL GLYCOSURIA).		1789	
D006029	C12.200.777.934.363	Glycosuria	The appearance of an abnormally large amount of GLUCOSE in the urine, such as more than 500 mg/day in adults. It can be due to HYPERGLYCEMIA or genetic defects in renal reabsorption (RENAL GLYCOSURIA).		1789	
D006029	C12.950.934.363	Glycosuria	The appearance of an abnormally large amount of GLUCOSE in the urine, such as more than 500 mg/day in adults. It can be due to HYPERGLYCEMIA or genetic defects in renal reabsorption (RENAL GLYCOSURIA).		1789	
D006029	C18.452.394.937	Glycosuria	The appearance of an abnormally large amount of GLUCOSE in the urine, such as more than 500 mg/day in adults. It can be due to HYPERGLYCEMIA or genetic defects in renal reabsorption (RENAL GLYCOSURIA).		1789	
D006030	C12.050.351.968.419.815.532	Glycosuria, Renal	An autosomal inherited disorder due to defective reabsorption of GLUCOSE by the PROXIMAL RENAL TUBULES. The urinary loss of glucose can reach beyond 50 g/day. It is attributed to the mutations in the SODIUM-GLUCOSE TRANSPORTER 2 encoded by the SLC5A2 gene.		348	
D006030	C12.050.351.968.934.363.450	Glycosuria, Renal	An autosomal inherited disorder due to defective reabsorption of GLUCOSE by the PROXIMAL RENAL TUBULES. The urinary loss of glucose can reach beyond 50 g/day. It is attributed to the mutations in the SODIUM-GLUCOSE TRANSPORTER 2 encoded by the SLC5A2 gene.		348	
D006030	C12.200.777.419.815.532	Glycosuria, Renal	An autosomal inherited disorder due to defective reabsorption of GLUCOSE by the PROXIMAL RENAL TUBULES. The urinary loss of glucose can reach beyond 50 g/day. It is attributed to the mutations in the SODIUM-GLUCOSE TRANSPORTER 2 encoded by the SLC5A2 gene.		348	
D006030	C12.200.777.934.363.450	Glycosuria, Renal	An autosomal inherited disorder due to defective reabsorption of GLUCOSE by the PROXIMAL RENAL TUBULES. The urinary loss of glucose can reach beyond 50 g/day. It is attributed to the mutations in the SODIUM-GLUCOSE TRANSPORTER 2 encoded by the SLC5A2 gene.		348	
D006030	C12.950.419.815.532	Glycosuria, Renal	An autosomal inherited disorder due to defective reabsorption of GLUCOSE by the PROXIMAL RENAL TUBULES. The urinary loss of glucose can reach beyond 50 g/day. It is attributed to the mutations in the SODIUM-GLUCOSE TRANSPORTER 2 encoded by the SLC5A2 gene.		348	
D006030	C12.950.934.363.450	Glycosuria, Renal	An autosomal inherited disorder due to defective reabsorption of GLUCOSE by the PROXIMAL RENAL TUBULES. The urinary loss of glucose can reach beyond 50 g/day. It is attributed to the mutations in the SODIUM-GLUCOSE TRANSPORTER 2 encoded by the SLC5A2 gene.		348	
D006030	C16.320.831.532	Glycosuria, Renal	An autosomal inherited disorder due to defective reabsorption of GLUCOSE by the PROXIMAL RENAL TUBULES. The urinary loss of glucose can reach beyond 50 g/day. It is attributed to the mutations in the SODIUM-GLUCOSE TRANSPORTER 2 encoded by the SLC5A2 gene.		348	
D006030	C18.452.394.937.450	Glycosuria, Renal	An autosomal inherited disorder due to defective reabsorption of GLUCOSE by the PROXIMAL RENAL TUBULES. The urinary loss of glucose can reach beyond 50 g/day. It is attributed to the mutations in the SODIUM-GLUCOSE TRANSPORTER 2 encoded by the SLC5A2 gene.		348	
D006042	C19.874.283	Goiter	Enlargement of the THYROID GLAND that may increase from about 20 grams to hundreds of grams in human adults. Goiter is observed in individuals with normal thyroid function (euthyroidism), thyroid deficiency (HYPOTHYROIDISM), or hormone overproduction (HYPERTHYROIDISM). Goiter may be congenital or acquired, sporadic or endemic (GOITER, ENDEMIC).		9325	
D006043	C19.874.283.300	Goiter, Endemic	A form of IODINE deficiency disorders characterized by an enlargement of the THYROID GLAND in a significantly large fraction of a POPULATION GROUP. Endemic goiter is common in mountainous and iodine-deficient areas of the world where the DIET contains insufficient amount of iodine.		2147	
D006044	C19.874.283.501	Goiter, Nodular	An enlarged THYROID GLAND containing multiple nodules (THYROID NODULE), usually resulting from recurrent thyroid HYPERPLASIA and involution over many years to produce the irregular enlargement. Multinodular goiters may be nontoxic or may induce THYROTOXICOSIS.		2717	
D006045	C19.874.283.601	Goiter, Substernal	An enlarged THYROID GLAND with at least 50% of the gland situated behind the STERNUM. It is an unusual presentation of an intrathoracic goiter. Substernal goiters frequently cause compression on the TRACHEA leading to deviation, narrowing, and respiratory symptoms.		940	
D006053	C05.116.099.370.231.576.410	Goldenhar Syndrome	Mandibulofacial dysostosis with congenital eyelid dermoids.		834	
D006053	C05.660.207.231.576.410	Goldenhar Syndrome	Mandibulofacial dysostosis with congenital eyelid dermoids.		834	
D006053	C16.131.621.207.231.576.410	Goldenhar Syndrome	Mandibulofacial dysostosis with congenital eyelid dermoids.		834	
D006058	C19.391	Gonadal Disorders	Pathological processes of the OVARIES or the TESTES.		140	
D006059	C12.050.351.875.253.309	Gonadal Dysgenesis	A number of syndromes with defective gonadal developments such as streak GONADS and dysgenetic testes or ovaries. The spectrum of gonadal and sexual abnormalities is reflected in their varied sex chromosome (SEX CHROMOSOMES) constitution as shown by the karyotypes of 45,X monosomy (TURNER SYNDROME); 46,XX (GONADAL DYSGENESIS, 46XX); 46,XY (GONADAL DYSGENESIS, 46,XY); and sex chromosome MOSAICISM; (GONADAL DYSGENESIS, MIXED). Their phenotypes range from female, through ambiguous, to male. This concept includes gonadal agenesis.		1450	
D006059	C12.200.706.316.309	Gonadal Dysgenesis	A number of syndromes with defective gonadal developments such as streak GONADS and dysgenetic testes or ovaries. The spectrum of gonadal and sexual abnormalities is reflected in their varied sex chromosome (SEX CHROMOSOMES) constitution as shown by the karyotypes of 45,X monosomy (TURNER SYNDROME); 46,XX (GONADAL DYSGENESIS, 46XX); 46,XY (GONADAL DYSGENESIS, 46,XY); and sex chromosome MOSAICISM; (GONADAL DYSGENESIS, MIXED). Their phenotypes range from female, through ambiguous, to male. This concept includes gonadal agenesis.		1450	
