MeSH ID	Tree ID	Name	Description	Comment	Counts [Template Drug]	Color
D004682	C01.925.782.687.359.456|C22.905.323	Encephalomyelitis, Enzootic Porcine	A picornavirus infection producing symptoms similar to poliomyelitis in pigs.	""	0	#FFFFFF
D004683	C01.207.245.340.450|C01.207.291.323|C01.207.399.750.450|C01.920.500.078.370|C01.920.500.343.655|C01.925.081.343.655|C01.925.182.525.450|C01.925.782.930.100.370|C10.228.140.430.520.750.450|C10.228.228.245.340.450|C10.228.228.291.323|C10.228.228.399.750.450|C10.586.250.520.750.450|C10.586.500.406	Encephalomyelitis, Equine	A group of ALPHAVIRUS INFECTIONS which affect horses and man, transmitted via the bites of mosquitoes. Disorders in this category are endemic to regions of South America and North America. In humans, clinical manifestations vary with the type of infection, and range from a mild influenza-like syndrome to a fulminant encephalitis. (From Joynt, Clinical Neurology, 1996, Ch26, pp8-10)	""	0	#FFFFFF
D004684	C10.114.375.225.500|C10.114.375.362|C10.228.140.695.562.225.500|C10.228.140.695.562.375|C10.314.350.225.500|C10.314.350.375|C20.111.258.250.350.500|C20.111.258.250.425	Leukoencephalitis, Acute Hemorrhagic	A fulminant and often fatal demyelinating disease of the brain which primarily affects young adults and children. Clinical features include the rapid onset of weakness, SEIZURES, and COMA. It may follow a viral illness or MYCOPLASMA PNEUMONIAE infections but in most instances there is no precipitating event. Pathologic examination reveals marked perivascular demyelination and necrosis of white matter with microhemorrhages. (Adams et al., Principles of Neurology, 6th ed, pp924-5)	""	0	#FFFFFF
D004685	C01.207.245.340.450.600|C01.207.291.323.325|C01.207.399.750.450.600|C01.920.500.078.370.325|C01.920.500.343.655.355|C01.925.081.343.655.355|C01.925.182.525.450.250|C01.925.782.930.100.370.325|C10.228.140.430.520.750.450.600|C10.228.228.245.340.450.600|C10.228.228.291.323.325|C10.228.228.399.750.450.600|C10.586.250.520.750.450.600|C10.586.500.406.225	Encephalomyelitis, Venezuelan Equine	A form of arboviral encephalitis endemic to Central America and the northern latitudes of South America. The causative organism (ENCEPHALITIS VIRUS, VENEZUELAN EQUINE) is transmitted to humans and horses via the bite of several mosquito species. Human viral infection may be asymptomatic or remain restricted to a mild influenza-like illness. Encephalitis, usually not severe, occurs in a small percentage of cases and may rarely feature SEIZURES and COMA. (From Joynt, Clinical Neurology, 1996, Ch26, pp9-10)	""	0	#FFFFFF
D004687	C05.116.099.708.338	Enchondromatosis	Benign growths of cartilage in the metaphyses of several bones.	""	0	#FFFFFF
D004688	C23.888.821.266	Encopresis	Incontinence of feces not due to organic defect or illness.	""	0	#FFFFFF
D004692	C14.907.940.090.340	Endarteritis	Inflammation of the inner endothelial lining (TUNICA INTIMA) of an artery.	""	0	#FFFFFF
D004694	C14.240.400.560.350|C14.280.400.560.350|C16.131.240.400.560.350	Endocardial Cushion Defects	A spectrum of septal defects involving the ATRIAL SEPTUM; VENTRICULAR SEPTUM; and the atrioventricular valves (TRICUSPID VALVE; BICUSPID VALVE). These defects are due to incomplete growth and fusion of the ENDOCARDIAL CUSHIONS which are important in the formation of two atrioventricular canals, site of future atrioventricular valves.	""	0	#FFFFFF
D004695	C14.280.238.281	Endocardial Fibroelastosis	A condition characterized by the thickening of ENDOCARDIUM due to proliferation of fibrous and elastic tissue, usually in the left ventricle leading to impaired cardiac function (CARDIOMYOPATHY, RESTRICTIVE). It is most commonly seen in young children and rarely in adults. It is often associated with congenital heart anomalies (HEART DEFECTS CONGENITAL;) INFECTION; or gene mutation. Defects in the tafazzin protein, encoded by TAZ gene, result in a form of autosomal dominant familial endocardial fibroelastosis.	""	0	#FFFFFF
D004696	C14.280.282	Endocarditis	Inflammation of the inner lining of the heart (ENDOCARDIUM), the continuous membrane lining the four chambers and HEART VALVES. It is often caused by microorganisms including bacteria, viruses, fungi, and rickettsiae. Left untreated, endocarditis can damage heart valves and become life-threatening.	""	0	#FFFFFF
D004697	C01.150.252.245|C01.190.249|C14.260.249|C14.280.282.407	Endocarditis, Bacterial	Inflammation of the ENDOCARDIUM caused by BACTERIA that entered the bloodstream. The strains of bacteria vary with predisposing factors, such as CONGENITAL HEART DEFECTS; HEART VALVE DISEASES; HEART VALVE PROSTHESIS IMPLANTATION; or intravenous drug use.	""	0	#FFFFFF
D004698	C01.150.252.245.500|C01.150.252.410.890.335|C01.190.249.407|C14.260.249.407|C14.280.282.407.407	Endocarditis, Subacute Bacterial	ENDOCARDIUM infection that is usually caused by STREPTOCOCCUS. Subacute infective endocarditis evolves over weeks and months with modest toxicity and rare metastatic infection.	""	0	#FFFFFF
D004700	C19	Endocrine System Diseases	Pathological processes of the ENDOCRINE GLANDS, and diseases resulting from abnormal level of available HORMONES.	""	0	#FFFFFF
D004701	C04.588.322|C19.344	Endocrine Gland Neoplasms	Tumors or cancer of the ENDOCRINE GLANDS.	""	0	#FFFFFF
D004714	C12.050.351.500.852.228|C12.100.250.852.228	Endometrial Hyperplasia	Benign proliferation of the ENDOMETRIUM in the UTERUS. Endometrial hyperplasia is classified by its cytology and glandular tissue. There are simple, complex (adenomatous without atypia), and atypical hyperplasia representing also the ascending risk of becoming malignant.	""	0	#FFFFFF
D004715	C12.050.351.500.163|C12.100.250.163	Endometriosis	A condition in which functional endometrial tissue is present outside the UTERUS. It is often confined to the PELVIS involving the OVARY, the ligaments, cul-de-sac, and the uterovesical peritoneum.	""	0	#FFFFFF
D004716	C12.050.351.500.056.750.249|C12.050.351.500.852.299|C12.100.250.056.750.249|C12.100.250.852.299	Endometritis	Inflammation of the ENDOMETRIUM, usually caused by intrauterine infections. Endometritis is the most common cause of postpartum fever.	""	0	#FFFFFF
D004719	C14.280.238.406	Endomyocardial Fibrosis	A condition characterized by the thickening of the ventricular ENDOCARDIUM and subendocardium (MYOCARDIUM), seen mostly in children and young adults in the TROPICAL CLIMATE. The fibrous tissue extends from the apex toward and often involves the HEART VALVES causing restrictive blood flow into the respective ventricles (CARDIOMYOPATHY, RESTRICTIVE).	""	0	#FFFFFF
D004749	C01.610.752.049.407	Entamoebiasis	Infection with amoebae of the genus ENTAMOEBA. Infection with E. histolytica causes DYSENTERY, AMEBIC and LIVER ABSCESS, AMEBIC.	""	0	#FFFFFF
D004751	C06.405.205.462|C06.405.469.326	Enteritis	Inflammation of any segment of the SMALL INTESTINE.	""	0	#FFFFFF
D004753	C01.925.782.600.550.200.325|C22.131.728.250	Enteritis, Transmissible, of Turkeys	An acute, highly contagious virus disease of turkeys characterized by chilling, anorexia, decreased water intake, diarrhea, dehydration and weight loss. The infectious agent is a CORONAVIRUS.	""	0	#FFFFFF
D004756	C01.150.252.400.310	Enterobacteriaceae Infections	Infections with bacteria of the family ENTEROBACTERIACEAE.	""	0	#FFFFFF
D004760	C06.405.205.596|C06.405.469.363	Enterocolitis	Inflammation of the MUCOSA of both the SMALL INTESTINE and the LARGE INTESTINE. Etiology includes ISCHEMIA, infections, allergic, and immune responses.	""	0	#FFFFFF
D004761	C01.150.252.410.222.310|C06.405.205.596.800|C06.405.469.363.800	Enterocolitis, Pseudomembranous	An acute inflammation of the INTESTINAL MUCOSA that is characterized by the presence of pseudomembranes or plaques in the SMALL INTESTINE (pseudomembranous enteritis) and the LARGE INTESTINE (pseudomembranous colitis). It is commonly associated with antibiotic therapy and CLOSTRIDIUM DIFFICILE colonization.	""	0	#FFFFFF
D004767	C01.150.252.410.222.325|C22.313	Enterotoxemia	"Disease caused by the liberation of exotoxins of CLOSTRIDIUM PERFRINGENS in the intestines of sheep, goats, cattle, foals, and piglets. Type B enterotoxemia in lambs is lamb dysentery; type C enterotoxemia in mature sheep produces ""struck"", and in calves, lambs and piglets it produces hemorrhagic enterotoxemia; type D enterotoxemia in sheep and goats is pulpy-kidney disease or overeating disease."	""	0	#FFFFFF
D004769	C01.925.782.687.359	Enterovirus Infections	Diseases caused by ENTEROVIRUS.	""	0	#FFFFFF
D004774	C11.338.443	Entropion	The turning inward (inversion) of the edge of the eyelid, with the tarsal cartilage turned inward toward the eyeball. (Dorland, 27th ed)	""	0	#FFFFFF
D004775	C12.050.351.968.934.252|C12.200.777.934.284|C12.950.934.252	Enuresis	Involuntary discharge of URINE after expected age of completed development of urinary control. This can happen during the daytime (DIURNAL ENURESIS) while one is awake or during sleep (NOCTURNAL ENURESIS). Enuresis can be in children or in adults (as persistent primary enuresis and secondary adult-onset enuresis).	""	0	#FFFFFF
D004802	C15.378.553.231	Eosinophilia	Abnormal increase of EOSINOPHILS in the blood, tissues or organs.	""	0	#FFFFFF
D004803	C05.116.391|C08.381.483.375.500|C15.378.553.231.348|C15.604.250.400.360|C23.550.382.250	Eosinophilic Granuloma	The most benign and common form of Langerhans-cell histiocytosis which involves localized nodular lesions predominantly of the bones but also of the gastric mucosa, small intestine, lungs, or skin, with infiltration by EOSINOPHILS.	""	0	#FFFFFF
D004806	C04.557.465.625.600.380.290|C04.557.470.670.380.290|C04.557.580.625.600.380.290	Ependymoma	Glioma derived from EPENDYMOGLIAL CELLS that tend to present as malignant intracranial tumors in children and as benign intraspinal neoplasms in adults. It may arise from any level of the ventricular system or central canal of the spinal cord. Intracranial ependymomas most frequently originate in the FOURTH VENTRICLE and histologically are densely cellular tumors which may contain ependymal tubules and perivascular pseudorosettes. Spinal ependymomas are usually benign papillary or myxopapillary tumors. (From DeVita et al., Principles and Practice of Oncology, 5th ed, p2018; Escourolle et al., Manual of Basic Neuropathology, 2nd ed, pp28-9)	""	0	#FFFFFF
D004810	C01.925.782.580.830.375|C22.196.274	Ephemeral Fever	An Ephemerovirus infection of cattle caused by bovine ephemeral fever virus (EPHEMERAL FEVER VIRUS, BOVINE). It is characterized by respiratory symptoms, increased oropharyngeal secretions and lacrimation, joint pains, tremor, and stiffness.	""	0	#FFFFFF
D004814	C04.182.254	Epidermal Cyst	Intradermal or subcutaneous saclike structure, the wall of which is stratified epithelium containing keratohyalin granules.	""	0	#FFFFFF
D004818	C22.905.382	Epidermitis, Exudative, of Swine	An acute generalized dermatitis of pigs which occurs from 5 to 35 days of age, characterized by sudden onset, with morbidity of 10 to 90% and mortality of 5 to 90%. The lesions are caused by Staphylococcus hyos but the bacterial agent is unable to penetrate the intact skin. Abrasions on the feet and legs or lacerations on the body frequently precede infection. In acute cases, a vesicular-type virus may be the predisposing factor. The causative organism is inhibited by most antibiotics. (Merck Veterinary Manual, 5th ed)	""	0	#FFFFFF
D004819	C01.925.256.650.810.345|C01.925.825.810.260|C01.925.928.914.345|C17.800.838.790.810.260	Epidermodysplasia Verruciformis	An autosomal recessive trait with impaired cell-mediated immunity. About 15 human papillomaviruses are implicated in associated infection, four of which lead to skin neoplasms. The disease begins in childhood with red papules and later spreads over the body as gray or yellow scales.	""	0	#FFFFFF
D004820	C16.131.831.493|C16.320.850.275|C17.800.804.493|C17.800.827.275|C17.800.865.410	Epidermolysis Bullosa	Group of genetically determined disorders characterized by the blistering of skin and mucosae. There are four major forms: acquired, simple, junctional, and dystrophic. Each of the latter three has several varieties.	""	0	#FFFFFF
D004823	C12.100.500.199|C12.200.294.199	Epididymitis	Inflammation of the EPIDIDYMIS. Its clinical features include enlarged epididymis, a swollen SCROTUM; PAIN; PYURIA; and FEVER. It is usually related to infections in the URINARY TRACT, which likely spread to the EPIDIDYMIS through either the VAS DEFERENS or the lymphatics of the SPERMATIC CORD.	""	0	#FFFFFF
D004826	C01.748.798.200|C08.730.798.200	Epiglottitis	Inflammation of the EPIGLOTTIS.	""	0	#FFFFFF
D004827	C10.228.140.490	Epilepsy	A disorder characterized by recurrent episodes of paroxysmal brain dysfunction due to a sudden, disorderly, and excessive neuronal discharge. Epilepsy classification systems are generally based upon: (1) clinical features of the seizure episodes (e.g., motor seizure), (2) etiology (e.g., post-traumatic), (3) anatomic site of seizure origin (e.g., frontal lobe seizure), (4) tendency to spread to other structures in the brain, and (5) temporal patterns (e.g., nocturnal epilepsy). (From Adams et al., Principles of Neurology, 6th ed, p313)	""	0	#FFFFFF
D004828	C10.228.140.490.360	Epilepsies, Partial	Conditions characterized by recurrent paroxysmal neuronal discharges which arise from a focal region of the brain. Partial seizures are divided into simple and complex, depending on whether consciousness is unaltered (simple partial seizure) or disturbed (complex partial seizure). Both types may feature a wide variety of motor, sensory, and autonomic symptoms. Partial seizures may be classified by associated clinical features or anatomic location of the seizure focus. A secondary generalized seizure refers to a partial seizure that spreads to involve the brain diffusely. (From Adams et al., Principles of Neurology, 6th ed, pp317)	""	0	#FFFFFF
D004829	C10.228.140.490.375	Epilepsy, Generalized	Recurrent conditions characterized by epileptic seizures which arise diffusely and simultaneously from both hemispheres of the brain. Classification is generally based upon motor manifestations of the seizure (e.g., convulsive, nonconvulsive, akinetic, atonic, etc.) or etiology (e.g., idiopathic, cryptogenic, and symptomatic). (From Mayo Clin Proc, 1996 Apr;71(4):405-14)	""	0	#FFFFFF
